#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         446     1.39227     1.36601  0.00578878
         447     1.35972     1.36599  0.00577585
         448     1.33393     1.36592   0.0057634
         449      1.3146     1.36581   0.0057517
         450     1.30988     1.36568  0.00574026
         451      1.3334     1.36561  0.00572797
         452     1.34792     1.36557  0.00571544
         453     1.37083     1.36558  0.00570283
         454     1.38665     1.36563  0.00569046
         455     1.37069     1.36564  0.00567796
         456     1.35635     1.36562  0.00566555
         457     1.34647     1.36558  0.00565331
         458     1.37151     1.36559  0.00564098
         459     1.37638     1.36561  0.00562874
         460     1.38059     1.36565  0.00561659
         461     1.39067      1.3657  0.00560467
         462     1.38116     1.36573  0.00559264
         463     1.37543     1.36576   0.0055806
         464     1.35349     1.36573  0.00556864
         465      1.3409     1.36568  0.00555692
         466     1.34683     1.36563  0.00554514
         467     1.35051      1.3656  0.00553336
         468     1.35703     1.36558  0.00552157
         469     1.35145     1.36555  0.00550988
         470     1.36841     1.36556  0.00549816
         471     1.37023     1.36557  0.00548649
         472     1.36265     1.36556  0.00547487
         473     1.36608     1.36556   0.0054633
         474     1.36372     1.36556  0.00545177
         475     1.37353     1.36558  0.00544032
         476     1.36066     1.36557   0.0054289
         477     1.37967      1.3656   0.0054176
         478     1.39854     1.36567   0.0054067
         479     1.36834     1.36567  0.00539542
         480     1.35581     1.36565  0.00538422
         481     1.32584     1.36557  0.00537366
         482     1.32546     1.36548  0.00536316
         483     1.33984     1.36543  0.00535232
         484     1.35686     1.36541  0.00534129
         485     1.37531     1.36543  0.00533031
         486     1.36773     1.36544  0.00531935
         487     1.35607     1.36542  0.00530846
         488     1.33838     1.36536  0.00529787
         489     1.33875     1.36531  0.00528732
         490     1.34608     1.36527  0.00527667
         491     1.35259     1.36525  0.00526599
         492     1.37433     1.36526  0.00525532
         493     1.38922     1.36531  0.00524488
         494     1.37835     1.36534  0.00523433
         495     1.36965     1.36535  0.00522376
         496     1.34596     1.36531  0.00521338
         497     1.33005     1.36524  0.00520337
         498     1.31869     1.36514  0.00519376
         499     1.31297     1.36504  0.00518441
         500     1.32893     1.36497  0.00517454
