#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         336    -5.44965    -5.57413   0.0102602
         337    -5.45162    -5.57377   0.0102362
         338    -5.53749    -5.57366   0.0102064
         339     -5.5196     -5.5735   0.0101776
         340     -5.4596    -5.57317   0.0101532
         341    -5.49307    -5.57293   0.0101261
         342    -5.52729     -5.5728   0.0100974
         343    -5.46574    -5.57249   0.0100728
         344     -5.4588    -5.57216   0.0100489
         345    -5.43696    -5.57176   0.0100274
         346    -5.36104    -5.57116   0.0100169
         347    -5.41157     -5.5707  0.00999859
         348    -5.48678    -5.57045  0.00997277
         349    -5.44703     -5.5701  0.00995046
         350    -5.53162    -5.56999  0.00992264
         351    -5.47154    -5.56971  0.00989833
         352    -5.37784    -5.56917  0.00988521
         353    -5.39155    -5.56866     0.00987
         354    -5.42493    -5.56826  0.00985047
         355    -5.48661    -5.56803  0.00982541
         356    -5.57583    -5.56805  0.00979783
         357    -5.57765    -5.56807  0.00977042
         358    -5.63782    -5.56827  0.00974507
         359     -5.6534    -5.56851  0.00972081
         360     -5.5297     -5.5684  0.00969441
         361    -5.47017    -5.56813  0.00967137
         362    -5.45359    -5.56781  0.00964983
         363    -5.56733    -5.56781  0.00962325
         364    -5.63408    -5.56799  0.00959853
         365    -5.51164    -5.56784  0.00957348
         366    -5.54584    -5.56778  0.00954751
         367    -5.57597     -5.5678  0.00952152
         368    -5.55805    -5.56777  0.00949568
         369    -5.52374    -5.56765   0.0094707
         370    -5.49594    -5.56746  0.00944708
         371    -5.53426    -5.56737  0.00942204
         372    -5.59156    -5.56744  0.00939694
         373    -5.57816    -5.56746  0.00937179
         374    -5.56963    -5.56747  0.00934673
         375    -5.49517    -5.56728   0.0093238
         376    -5.53343    -5.56719  0.00929944
         377    -5.48986    -5.56698  0.00927703
         378    -5.54823    -5.56693  0.00925262
         379    -5.45387    -5.56663  0.00923301
         380    -5.50499    -5.56647  0.00921014
         381    -5.49831    -5.56629  0.00918771
         382    -5.36114    -5.56576  0.00917934
         383    -5.39412    -5.56531   0.0091663
         384    -5.50979    -5.56516  0.00914357
         385    -5.44622    -5.56485  0.00912504
         386    -5.42138    -5.56448  0.00910897
         387    -5.42793    -5.56413  0.00909226
         388    -5.43856    -5.56381  0.00907458
         389    -5.50493    -5.56365  0.00905252
         390    -5.47168    -5.56342  0.00903238
         391    -5.43406    -5.56309  0.00901533
         392    -5.44835     -5.5628  0.00899709
         393    -5.52235    -5.56269  0.00897478
         394    -5.48129    -5.56249  0.00895438
         395    -5.45957    -5.56222   0.0089355
         396    -5.50688    -5.56209  0.00891403
         397     -5.5344    -5.56202  0.00889185
         398    -5.51882    -5.56191  0.00887017
         399    -5.45679    -5.56164  0.00885185
         400    -5.52089    -5.56154  0.00883031
         401    -5.60114    -5.56164  0.00880884
         402     -5.5877    -5.56171  0.00878717
         403    -5.54739    -5.56167  0.00876543
         404    -5.50643    -5.56153   0.0087448
         405    -5.60088    -5.56163  0.00872375
         406    -5.65622    -5.56186  0.00870537
         407    -5.64869    -5.56208   0.0086866
         408    -5.55969    -5.56207  0.00866531
         409    -5.46978    -5.56184  0.00864706
         410    -5.59984    -5.56194  0.00862647
         411    -5.52728    -5.56185  0.00860589
         412    -5.38575    -5.56143  0.00859561
         413    -5.51662    -5.56132  0.00857548
         414    -5.48123    -5.56112  0.00855695
         415    -5.53521    -5.56106  0.00853656
         416     -5.4913    -5.56089  0.00851769
         417    -5.51564    -5.56079  0.00849795
         418    -5.53423    -5.56072  0.00847786
         419    -5.55511    -5.56071  0.00845763
         420    -5.51277    -5.56059  0.00843827
         421    -5.41241    -5.56024  0.00842556
         422    -5.36087    -5.55977  0.00841883
         423    -5.42361    -5.55945  0.00840508
         424    -5.43955    -5.55917  0.00839001
         425    -5.32961    -5.55862  0.00838764
         426    -5.38927    -5.55823  0.00837737
         427    -5.41198    -5.55788  0.00836475
         428    -5.47788     -5.5577  0.00834729
         429     -5.4433    -5.55743  0.00833209
         430    -5.45472    -5.55719  0.00831614
         431    -5.60044    -5.55729  0.00829745
         432    -5.53023    -5.55723  0.00827848
         433    -5.54864    -5.55721  0.00825938
         434    -5.58868    -5.55728  0.00824067
         435    -5.52337     -5.5572  0.00822209
         436    -5.49071    -5.55705  0.00820465
         437    -5.45504    -5.55682   0.0081892
         438    -5.40936    -5.55648  0.00817742
         439    -5.40742    -5.55614  0.00816583
         440    -5.44711    -5.55589  0.00815104
         441     -5.4226    -5.55559  0.00813815
         442    -5.45189    -5.55536  0.00812312
         443    -5.48543     -5.5552  0.00810632
         444    -5.61737    -5.55534  0.00808927
         445    -5.45316    -5.55511  0.00807435
         446    -5.49691    -5.55498   0.0080573
         447    -5.39072    -5.55461  0.00804765
         448    -5.42129    -5.55431  0.00803519
         449    -5.48379    -5.55416  0.00801883
         450    -5.43747     -5.5539   0.0080052
         451    -5.39363    -5.55354  0.00799534
         452    -5.38719    -5.55318  0.00798611
         453    -5.41709    -5.55287  0.00797413
         454    -5.39566    -5.55253  0.00796408
         455    -5.42848    -5.55226  0.00795124
         456    -5.49867    -5.55214  0.00793468
         457    -5.45349    -5.55192  0.00792025
         458    -5.45874    -5.55172  0.00790557
         459    -5.46568    -5.55153  0.00789057
         460    -5.49767    -5.55141  0.00787428
         461    -5.50557    -5.55132  0.00785783
         462    -5.56278    -5.55134  0.00784086
         463    -5.48704     -5.5512  0.00782516
         464    -5.49923    -5.55109  0.00780909
