#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        8614      1.1455     1.38718  0.00617687
        8615     1.14574     1.38715  0.00617622
        8616     1.14604     1.38712  0.00617556
        8617      1.1454      1.3871  0.00617491
        8618     1.14643     1.38707  0.00617426
        8619     1.14666     1.38704  0.00617361
        8620     1.14726     1.38701  0.00617295
        8621     1.14794     1.38698   0.0061723
        8622     1.14817     1.38696  0.00617164
        8623     1.14765     1.38693  0.00617099
        8624     1.14707      1.3869  0.00617034
        8625     1.14663     1.38687  0.00616969
        8626     1.14507     1.38684  0.00616903
        8627     1.14357     1.38682  0.00616838
        8628     1.14113     1.38679  0.00616773
        8629     1.13892     1.38676  0.00616709
        8630     1.13453     1.38673  0.00616644
        8631     1.13082      1.3867   0.0061658
        8632      1.1261     1.38667  0.00616516
        8633     1.12134     1.38664  0.00616452
        8634     1.11628     1.38661  0.00616389
        8635     1.10998     1.38658  0.00616325
        8636     1.10365     1.38654  0.00616263
        8637     1.09707     1.38651  0.00616201
        8638     1.08979     1.38648  0.00616139
        8639     1.08182     1.38644  0.00616078
        8640     1.07369      1.3864  0.00616017
        8641     1.06544     1.38637  0.00615957
        8642     1.05663     1.38633  0.00615897
        8643     1.04731     1.38629  0.00615839
        8644     1.03827     1.38625   0.0061578
        8645     1.02861     1.38621  0.00615723
        8646     1.01937     1.38617  0.00615667
        8647     1.00989     1.38612  0.00615611
        8648     1.00098     1.38608  0.00615556
        8649    0.991529     1.38603  0.00615501
        8650    0.982825     1.38599  0.00615448
        8651    0.973748     1.38594  0.00615395
        8652    0.966313     1.38589  0.00615343
        8653    0.958675     1.38584  0.00615292
        8654    0.951155     1.38579  0.00615241
        8655    0.945022     1.38574  0.00615191
        8656    0.939864     1.38569  0.00615142
        8657    0.934765     1.38563  0.00615093
        8658    0.931453     1.38558  0.00615044
        8659    0.927791     1.38553  0.00614996
        8660    0.925004     1.38548  0.00614948
        8661    0.923823     1.38542    0.006149
        8662    0.922795     1.38537  0.00614852
        8663    0.922629     1.38532  0.00614804
        8664    0.924258     1.38526  0.00614756
        8665    0.925476     1.38521  0.00614708
        8666    0.928163     1.38516   0.0061466
        8667    0.931304      1.3851  0.00614611
        8668    0.935072     1.38505  0.00614562
        8669    0.939159       1.385  0.00614513
        8670    0.944215     1.38495  0.00614463
        8671    0.950643      1.3849  0.00614413
        8672    0.956922     1.38485  0.00614362
        8673    0.963937      1.3848   0.0061431
        8674    0.970166     1.38475  0.00614258
        8675     0.97674     1.38471  0.00614205
        8676    0.981652     1.38466  0.00614152
        8677    0.988686     1.38462  0.00614098
        8678    0.994893     1.38457  0.00614044
        8679     1.00117     1.38453  0.00613989
        8680     1.00723     1.38448  0.00613933
        8681     1.01302     1.38444  0.00613878
        8682     1.01825      1.3844  0.00613821
        8683     1.02434     1.38436  0.00613765
        8684     1.02909     1.38432  0.00613708
        8685     1.03345     1.38428   0.0061365
        8686     1.03717     1.38424  0.00613593
        8687     1.04144      1.3842  0.00613535
        8688     1.04459     1.38416  0.00613477
        8689     1.04638     1.38412  0.00613418
        8690     1.04829     1.38408   0.0061336
        8691     1.05057     1.38404  0.00613301
        8692     1.05181       1.384  0.00613243
        8693     1.05326     1.38396  0.00613184
        8694     1.05423     1.38393  0.00613125
        8695     1.05501     1.38389  0.00613066
        8696     1.05614     1.38385  0.00613007
        8697     1.05645     1.38381  0.00612948
        8698     1.05769     1.38378  0.00612889
        8699     1.05797     1.38374   0.0061283
        8700     1.05831      1.3837  0.00612771
        8701     1.05876     1.38366  0.00612712
        8702     1.05937     1.38363  0.00612653
        8703     1.05969     1.38359  0.00612594
        8704     1.06121     1.38355  0.00612535
        8705     1.06179     1.38352  0.00612476
        8706     1.06387     1.38348  0.00612416
        8707      1.0665     1.38344  0.00612357
        8708      1.0685     1.38341  0.00612297
        8709      1.0718     1.38337  0.00612237
        8710     1.07496     1.38334  0.00612177
        8711     1.07847      1.3833  0.00612117
        8712     1.08352     1.38327  0.00612056
        8713     1.08746     1.38323  0.00611996
        8714     1.09172      1.3832  0.00611935
        8715     1.09677     1.38317  0.00611873
        8716     1.10162     1.38313  0.00611811
        8717     1.10673      1.3831   0.0061175
        8718     1.11185     1.38307  0.00611687
        8719     1.11791     1.38304  0.00611625
        8720     1.12441     1.38301  0.00611562
        8721     1.13036     1.38298  0.00611498
        8722     1.13647     1.38295  0.00611435
        8723     1.14222     1.38293  0.00611371
        8724     1.14784      1.3829  0.00611307
        8725     1.15523     1.38287  0.00611242
        8726      1.1622     1.38285  0.00611178
        8727     1.16848     1.38282  0.00611112
        8728     1.17478      1.3828  0.00611047
        8729     1.18034     1.38278  0.00610981
        8730     1.18683     1.38275  0.00610916
        8731     1.19326     1.38273   0.0061085
        8732     1.19959     1.38271  0.00610783
        8733     1.20579     1.38269  0.00610717
        8734     1.21184     1.38267   0.0061065
        8735     1.21793     1.38265  0.00610583
        8736     1.22404     1.38263  0.00610516
        8737     1.23012     1.38262  0.00610448
        8738     1.23446      1.3826  0.00610381
        8739     1.23942     1.38258  0.00610313
        8740       1.244     1.38257  0.00610245
        8741      1.2477     1.38255  0.00610177
        8742     1.25144     1.38254  0.00610109
        8743     1.25495     1.38252  0.00610041
        8744     1.25748     1.38251  0.00609973
        8745     1.26023     1.38249  0.00609905
        8746     1.26219     1.38248  0.00609837
        8747     1.26387     1.38247  0.00609769
        8748     1.26428     1.38245  0.00609701
        8749     1.26489     1.38244  0.00609632
        8750     1.26426     1.38243  0.00609564
        8751     1.26386     1.38241  0.00609496
        8752     1.26299      1.3824  0.00609428
        8753     1.26122     1.38238   0.0060936
        8754     1.25907     1.38237  0.00609292
        8755     1.25636     1.38236  0.00609224
        8756     1.25386     1.38234  0.00609156
        8757     1.25115     1.38233  0.00609088
        8758     1.24759     1.38231  0.00609021
        8759     1.24421      1.3823  0.00608953
        8760     1.24085     1.38228  0.00608886
        8761     1.23759     1.38226  0.00608819
        8762     1.23498     1.38225  0.00608752
        8763     1.23311     1.38223  0.00608685
        8764     1.23061     1.38221  0.00608618
        8765       1.229     1.38219  0.00608551
        8766     1.22812     1.38218  0.00608484
        8767     1.22828     1.38216  0.00608417
        8768     1.22785     1.38214   0.0060835
        8769     1.22811     1.38212  0.00608283
        8770     1.22815     1.38211  0.00608216
        8771     1.22996     1.38209  0.00608149
        8772     1.23212     1.38207  0.00608083
        8773     1.23613     1.38206  0.00608015
        8774     1.24227     1.38204  0.00607948
        8775     1.24816     1.38202  0.00607881
        8776     1.25502     1.38201  0.00607813
        8777     1.26265       1.382  0.00607746
        8778      1.2713     1.38198  0.00607678
        8779     1.28072     1.38197   0.0060761
        8780     1.29069     1.38196  0.00607541
        8781     1.30168     1.38195  0.00607473
        8782     1.31466     1.38194  0.00607404
        8783     1.32839     1.38194  0.00607335
        8784     1.34238     1.38193  0.00607266
        8785      1.3571     1.38193  0.00607197
        8786     1.37467     1.38193  0.00607128
        8787     1.39242     1.38193  0.00607059
        8788     1.41151     1.38193   0.0060699
        8789      1.4302     1.38194  0.00606921
        8790     1.45013     1.38195  0.00606853
        8791     1.47101     1.38196  0.00606784
        8792     1.49229     1.38197  0.00606717
        8793     1.51414     1.38199   0.0060665
        8794       1.536       1.382  0.00606583
        8795       1.559     1.38202  0.00606518
        8796     1.58235     1.38205  0.00606453
        8797     1.60593     1.38207  0.00606389
        8798      1.6299      1.3821  0.00606327
        8799      1.6532     1.38213  0.00606266
        8800     1.67717     1.38216  0.00606206
        8801     1.70074      1.3822  0.00606148
        8802     1.72404     1.38224  0.00606092
        8803     1.74696     1.38228  0.00606037
        8804     1.76938     1.38232  0.00605984
        8805     1.79097     1.38237  0.00605933
        8806     1.81183     1.38242  0.00605884
        8807     1.83235     1.38247  0.00605837
        8808     1.85145     1.38252  0.00605791
        8809     1.86879     1.38258  0.00605748
        8810     1.88595     1.38264  0.00605706
        8811     1.90164      1.3827  0.00605666
        8812     1.91553     1.38276  0.00605627
        8813     1.92874     1.38282   0.0060559
        8814     1.94001     1.38288  0.00605554
        8815     1.94999     1.38295   0.0060552
        8816     1.95839     1.38301  0.00605486
        8817     1.96517     1.38308  0.00605454
        8818     1.97031     1.38314  0.00605422
        8819     1.97426     1.38321   0.0060539
        8820     1.97508     1.38328  0.00605359
        8821     1.97472     1.38334  0.00605327
        8822      1.9727     1.38341  0.00605295
        8823     1.96905     1.38348  0.00605263
        8824     1.96355     1.38354   0.0060523
        8825     1.95674     1.38361  0.00605197
        8826     1.94915     1.38367  0.00605162
        8827     1.93988     1.38374  0.00605126
        8828     1.92803      1.3838  0.00605089
        8829     1.91634     1.38386  0.00605051
        8830     1.90416     1.38392  0.00605011
        8831     1.89037     1.38397  0.00604969
        8832     1.87554     1.38403  0.00604926
        8833     1.86027     1.38408  0.00604882
        8834     1.84343     1.38414  0.00604836
        8835     1.82586     1.38419  0.00604788
        8836     1.80717     1.38423  0.00604739
        8837     1.78868     1.38428  0.00604688
        8838     1.76975     1.38432  0.00604635
        8839     1.74978     1.38436  0.00604581
        8840     1.72983      1.3844  0.00604525
        8841     1.70878     1.38444  0.00604468
        8842     1.68843     1.38447  0.00604409
        8843     1.66887     1.38451  0.00604349
        8844     1.64993     1.38454  0.00604288
        8845     1.63052     1.38456  0.00604226
        8846     1.61142     1.38459  0.00604163
        8847     1.59175     1.38461    0.006041
        8848     1.57351     1.38463  0.00604035
        8849     1.55603     1.38465   0.0060397
        8850      1.5384     1.38467  0.00603904
        8851     1.52141     1.38469  0.00603838
        8852     1.50534      1.3847  0.00603771
        8853     1.48974     1.38471  0.00603704
        8854     1.47513     1.38472  0.00603637
        8855      1.4608     1.38473  0.00603569
        8856     1.44799     1.38474  0.00603502
        8857     1.43599     1.38474  0.00603434
        8858     1.42455     1.38475  0.00603366
        8859     1.41416     1.38475  0.00603298
        8860     1.40457     1.38475   0.0060323
        8861     1.39504     1.38476  0.00603162
        8862     1.38748     1.38476  0.00603094
        8863     1.38043     1.38475  0.00603026
        8864     1.37241     1.38475  0.00602958
        8865     1.36628     1.38475   0.0060289
        8866     1.36055     1.38475  0.00602822
        8867      1.3559     1.38475  0.00602754
        8868     1.35181     1.38474  0.00602686
        8869     1.34799     1.38474  0.00602618
        8870      1.3451     1.38473   0.0060255
        8871      1.3419     1.38473  0.00602483
        8872     1.33856     1.38472  0.00602415
        8873     1.33623     1.38472  0.00602347
        8874     1.33367     1.38471   0.0060228
        8875     1.33129     1.38471  0.00602212
        8876     1.32881      1.3847  0.00602145
        8877     1.32762     1.38469  0.00602077
        8878     1.32551     1.38469   0.0060201
        8879      1.3234     1.38468  0.00601942
        8880     1.32149     1.38467  0.00601875
        8881     1.32001     1.38467  0.00601808
        8882     1.31698     1.38466   0.0060174
        8883     1.31457     1.38465  0.00601673
        8884     1.31275     1.38464  0.00601606
        8885     1.30984     1.38463  0.00601539
        8886     1.30801     1.38462  0.00601472
        8887     1.30558     1.38462  0.00601405
        8888     1.30353     1.38461  0.00601338
        8889     1.30092      1.3846  0.00601271
        8890     1.29825     1.38459  0.00601204
        8891     1.29603     1.38458  0.00601137
        8892     1.29359     1.38457  0.00601071
        8893     1.29048     1.38456  0.00601004
        8894     1.28795     1.38455  0.00600937
        8895     1.28581     1.38453  0.00600871
        8896     1.28385     1.38452  0.00600804
        8897     1.28189     1.38451  0.00600738
        8898      1.2807      1.3845  0.00600671
        8899     1.27962     1.38449  0.00600605
        8900      1.2782     1.38448  0.00600539
        8901     1.27769     1.38446  0.00600473
        8902      1.2779     1.38445  0.00600406
        8903     1.27767     1.38444   0.0060034
        8904     1.27848     1.38443  0.00600274
        8905      1.2806     1.38442  0.00600208
        8906     1.28286     1.38441  0.00600141
        8907     1.28553     1.38439  0.00600075
        8908     1.28912     1.38438  0.00600008
        8909     1.29293     1.38437  0.00599942
        8910     1.29746     1.38436  0.00599875
        8911     1.30294     1.38435  0.00599809
        8912     1.30941     1.38435  0.00599742
        8913     1.31636     1.38434  0.00599675
        8914     1.32405     1.38433  0.00599608
        8915     1.33318     1.38433  0.00599541
        8916      1.3423     1.38432  0.00599474
        8917     1.35236     1.38432  0.00599407
        8918     1.36309     1.38432   0.0059934
        8919       1.374     1.38431  0.00599273
        8920     1.38599     1.38431  0.00599206
        8921     1.39857     1.38432  0.00599139
        8922     1.41191     1.38432  0.00599071
        8923     1.42574     1.38432  0.00599005
        8924     1.43973     1.38433  0.00598938
        8925     1.45384     1.38434  0.00598871
        8926     1.46847     1.38435  0.00598805
        8927     1.48425     1.38436  0.00598739
        8928     1.49871     1.38437  0.00598673
        8929     1.51366     1.38439  0.00598608
        8930     1.52782      1.3844  0.00598543
        8931     1.54252     1.38442  0.00598478
        8932     1.55694     1.38444  0.00598415
        8933     1.57096     1.38446  0.00598351
        8934     1.58425     1.38448  0.00598288
        8935     1.59717     1.38451  0.00598226
        8936     1.60963     1.38453  0.00598165
        8937     1.62055     1.38456  0.00598103
        8938     1.63152     1.38458  0.00598043
        8939     1.64103     1.38461  0.00597983
        8940     1.65018     1.38464  0.00597923
        8941     1.65772     1.38467  0.00597864
        8942     1.66382     1.38471  0.00597806
        8943     1.66893     1.38474  0.00597747
        8944     1.67303     1.38477  0.00597689
        8945     1.67585      1.3848  0.00597631
        8946     1.67716     1.38483  0.00597573
        8947      1.6765     1.38487  0.00597515
        8948     1.67462      1.3849  0.00597457
        8949     1.67205     1.38493  0.00597399
        8950     1.66813     1.38496  0.00597341
        8951     1.66364     1.38499  0.00597282
        8952     1.65746     1.38502  0.00597223
        8953     1.65112     1.38505  0.00597164
        8954     1.64446     1.38508  0.00597104
        8955     1.63518     1.38511  0.00597044
        8956     1.62649     1.38514  0.00596984
        8957     1.61681     1.38516  0.00596922
        8958     1.60696     1.38519  0.00596861
        8959     1.59679     1.38521  0.00596799
        8960     1.58638     1.38523  0.00596737
        8961     1.57557     1.38526  0.00596674
        8962     1.56493     1.38528  0.00596611
        8963     1.55454     1.38529  0.00596547
        8964      1.5435     1.38531  0.00596483
        8965     1.53307     1.38533  0.00596419
        8966      1.5238     1.38534  0.00596354
        8967     1.51478     1.38536   0.0059629
        8968      1.5051     1.38537  0.00596225
        8969     1.49577     1.38538  0.00596159
        8970     1.48563      1.3854  0.00596094
        8971     1.47736     1.38541  0.00596028
        8972     1.46955     1.38542  0.00595963
        8973       1.462     1.38542  0.00595897
        8974     1.45522     1.38543  0.00595831
        8975     1.44924     1.38544  0.00595765
        8976     1.44383     1.38545  0.00595699
        8977     1.43927     1.38545  0.00595633
        8978     1.43534     1.38546  0.00595567
        8979     1.43132     1.38546  0.00595501
        8980     1.42772     1.38547  0.00595435
        8981     1.42576     1.38547  0.00595369
        8982     1.42375     1.38548  0.00595302
        8983      1.4234     1.38548  0.00595236
        8984     1.42231     1.38548   0.0059517
        8985     1.42239     1.38549  0.00595104
        8986     1.42294     1.38549  0.00595038
        8987     1.42467      1.3855  0.00594972
        8988     1.42709      1.3855  0.00594906
        8989     1.43066     1.38551   0.0059484
        8990     1.43418     1.38551  0.00594774
        8991      1.4381     1.38552  0.00594708
        8992     1.44358     1.38552  0.00594642
        8993     1.44845     1.38553  0.00594577
        8994     1.45433     1.38554  0.00594511
        8995     1.46096     1.38555  0.00594446
        8996     1.46923     1.38556   0.0059438
        8997     1.47644     1.38557  0.00594315
        8998     1.48517     1.38558   0.0059425
        8999     1.49318     1.38559  0.00594185
        9000     1.50136      1.3856  0.00594121
        9001     1.50962     1.38562  0.00594056
        9002     1.51786     1.38563  0.00593992
        9003     1.52623     1.38565  0.00593928
        9004     1.53439     1.38566  0.00593864
        9005     1.54198     1.38568  0.00593801
        9006     1.54891      1.3857  0.00593738
        9007     1.55603     1.38572  0.00593675
        9008      1.5618     1.38574  0.00593612
        9009     1.56754     1.38576   0.0059355
        9010     1.57197     1.38578  0.00593487
        9011     1.57594      1.3858  0.00593425
        9012     1.57891     1.38582  0.00593363
        9013     1.58054     1.38584  0.00593301
        9014     1.58222     1.38586   0.0059324
        9015     1.58103     1.38589  0.00593178
        9016     1.57931     1.38591  0.00593116
        9017     1.57538     1.38593  0.00593054
        9018     1.57091     1.38595  0.00592992
        9019     1.56446     1.38597  0.00592929
        9020     1.55654     1.38599  0.00592866
        9021     1.54742       1.386  0.00592803
        9022      1.5386     1.38602   0.0059274
        9023     1.52775     1.38604  0.00592676
        9024     1.51564     1.38605  0.00592613
        9025     1.50262     1.38606  0.00592548
        9026      1.4895     1.38608  0.00592484
        9027     1.47589     1.38609  0.00592419
        9028     1.46118     1.38609  0.00592354
        9029     1.44619      1.3861  0.00592289
        9030     1.43105     1.38611  0.00592223
        9031     1.41466     1.38611  0.00592158
        9032     1.39832     1.38611  0.00592092
        9033     1.38215     1.38611  0.00592027
        9034     1.36577     1.38611  0.00591961
        9035     1.34976      1.3861  0.00591896
        9036      1.3342      1.3861  0.00591831
        9037     1.31871     1.38609  0.00591766
        9038      1.3036     1.38608  0.00591701
        9039     1.28846     1.38607  0.00591636
        9040     1.27457     1.38606  0.00591572
        9041     1.26149     1.38604  0.00591508
        9042      1.2488     1.38603  0.00591445
        9043     1.23631     1.38601  0.00591382
        9044     1.22453     1.38599  0.00591319
        9045     1.21375     1.38598  0.00591257
        9046     1.20351     1.38596  0.00591195
        9047     1.19408     1.38593  0.00591133
        9048     1.18524     1.38591  0.00591072
        9049     1.17749     1.38589  0.00591011
        9050     1.17038     1.38587  0.00590951
        9051      1.1656     1.38584  0.00590891
        9052     1.16076     1.38582   0.0059083
        9053     1.15734     1.38579  0.00590771
        9054     1.15439     1.38577  0.00590711
        9055     1.15264     1.38574  0.00590651
        9056     1.15211     1.38571  0.00590592
        9057      1.1533     1.38569  0.00590532
        9058     1.15429     1.38566  0.00590472
        9059     1.15608     1.38564  0.00590413
        9060     1.15986     1.38561  0.00590353
        9061     1.16325     1.38559  0.00590293
        9062      1.1677     1.38556  0.00590232
        9063     1.17394     1.38554  0.00590172
        9064     1.18101     1.38552  0.00590111
        9065     1.18938      1.3855   0.0059005
        9066     1.19832     1.38548  0.00589989
        9067     1.20879     1.38546  0.00589927
        9068     1.22099     1.38544  0.00589864
        9069     1.23347     1.38542  0.00589802
        9070     1.24665     1.38541  0.00589739
        9071     1.26049     1.38539  0.00589675
        9072      1.2759     1.38538  0.00589612
        9073     1.29234     1.38537  0.00589547
        9074     1.30924     1.38536  0.00589483
        9075     1.32726     1.38536  0.00589418
        9076     1.34509     1.38535  0.00589354
        9077     1.36336     1.38535  0.00589289
        9078     1.38244     1.38535  0.00589224
        9079       1.401     1.38535  0.00589159
        9080     1.41966     1.38535  0.00589094
        9081     1.43781     1.38536   0.0058903
        9082     1.45628     1.38537  0.00588965
        9083     1.47518     1.38538  0.00588901
        9084     1.49318     1.38539  0.00588838
        9085     1.51087      1.3854  0.00588774
        9086     1.52717     1.38542  0.00588712
        9087     1.54317     1.38544   0.0058865
        9088     1.55827     1.38545  0.00588588
        9089     1.57286     1.38548  0.00588527
        9090     1.58636      1.3855  0.00588466
        9091     1.59797     1.38552  0.00588406
        9092     1.60835     1.38555  0.00588346
        9093     1.61744     1.38557  0.00588287
        9094     1.62617      1.3856  0.00588228
        9095     1.63331     1.38562   0.0058817
        9096     1.63836     1.38565  0.00588112
        9097     1.64231     1.38568  0.00588054
        9098     1.64419     1.38571  0.00587996
        9099     1.64597     1.38574  0.00587939
        9100     1.64577     1.38577  0.00587881
        9101     1.64436     1.38579  0.00587823
        9102     1.64132     1.38582  0.00587765
        9103      1.6377     1.38585  0.00587707
        9104     1.63308     1.38588  0.00587649
        9105     1.62852      1.3859  0.00587591
        9106     1.62241     1.38593  0.00587532
        9107     1.61627     1.38596  0.00587473
        9108     1.60899     1.38598  0.00587413
        9109      1.6009       1.386  0.00587354
        9110     1.59207     1.38603  0.00587293
        9111     1.58331     1.38605  0.00587233
        9112      1.5742     1.38607  0.00587172
        9113      1.5636     1.38609  0.00587111
        9114     1.55398     1.38611  0.00587049
        9115      1.5437     1.38612  0.00586988
        9116     1.53352     1.38614  0.00586925
        9117     1.52397     1.38615  0.00586863
        9118     1.51316     1.38617    0.005868
        9119      1.5023     1.38618  0.00586737
        9120      1.4919     1.38619  0.00586674
        9121     1.48149      1.3862  0.00586611
        9122     1.47133     1.38621  0.00586547
        9123     1.46117     1.38622  0.00586483
        9124     1.45007     1.38623   0.0058642
        9125     1.43946     1.38623  0.00586356
        9126      1.4296     1.38624  0.00586292
        9127     1.41952     1.38624  0.00586227
        9128     1.40924     1.38624  0.00586163
        9129     1.39852     1.38625  0.00586099
        9130     1.38857     1.38625  0.00586035
        9131     1.37868     1.38625  0.00585971
        9132     1.36889     1.38624  0.00585907
        9133     1.35944     1.38624  0.00585842
        9134     1.34964     1.38624  0.00585778
        9135     1.34002     1.38623  0.00585715
        9136     1.33059     1.38623  0.00585651
        9137     1.32142     1.38622  0.00585587
        9138     1.31277     1.38621  0.00585524
        9139     1.30398      1.3862   0.0058546
        9140     1.29583     1.38619  0.00585397
        9141     1.28835     1.38618  0.00585334
        9142     1.28139     1.38617  0.00585271
        9143     1.27474     1.38616  0.00585208
        9144     1.26895     1.38614  0.00585146
        9145     1.26336     1.38613  0.00585083
        9146     1.25899     1.38612  0.00585021
        9147     1.25518      1.3861  0.00584959
        9148      1.2522     1.38609  0.00584897
        9149     1.24987     1.38607  0.00584835
        9150      1.2492     1.38606  0.00584773
        9151     1.24975     1.38604  0.00584711
        9152     1.25034     1.38603  0.00584649
        9153     1.25196     1.38601  0.00584586
        9154      1.2556       1.386  0.00584524
        9155     1.25886     1.38599  0.00584462
        9156     1.26368     1.38597    0.005844
        9157     1.26955     1.38596  0.00584337
        9158     1.27672     1.38595  0.00584275
        9159     1.28467     1.38594  0.00584212
        9160     1.29363     1.38593  0.00584149
        9161     1.30401     1.38592  0.00584086
        9162     1.31483     1.38591  0.00584023
        9163     1.32722      1.3859  0.00583959
        9164      1.3404      1.3859  0.00583896
        9165     1.35382     1.38589  0.00583832
        9166     1.36789     1.38589  0.00583769
        9167     1.38347     1.38589  0.00583705
        9168     1.39831     1.38589  0.00583641
        9169     1.41353      1.3859  0.00583578
        9170     1.42998      1.3859  0.00583514
        9171      1.4454     1.38591  0.00583451
        9172     1.46135     1.38592  0.00583388
        9173     1.47677     1.38593  0.00583325
        9174     1.49226     1.38594  0.00583263
        9175     1.50796     1.38595  0.00583201
        9176     1.52374     1.38597  0.00583139
        9177     1.53829     1.38598  0.00583078
        9178      1.5527       1.386  0.00583017
        9179     1.56565     1.38602  0.00582957
        9180     1.57847     1.38604  0.00582897
        9181     1.59035     1.38606  0.00582838
        9182     1.59948     1.38609  0.00582779
        9183     1.60891     1.38611  0.00582721
        9184     1.61687     1.38614  0.00582663
        9185     1.62327     1.38616  0.00582605
        9186     1.62805     1.38619  0.00582548
        9187     1.63115     1.38622   0.0058249
        9188     1.63349     1.38624  0.00582433
        9189     1.63503     1.38627  0.00582376
        9190     1.63529      1.3863  0.00582319
        9191      1.6328     1.38632  0.00582262
        9192     1.62926     1.38635  0.00582204
        9193     1.62375     1.38638  0.00582147
        9194       1.617      1.3864  0.00582089
        9195     1.60862     1.38642  0.00582031
        9196     1.59961     1.38645  0.00581972
        9197     1.58862     1.38647  0.00581913
        9198     1.57695     1.38649  0.00581853
        9199     1.56349     1.38651  0.00581793
        9200     1.54909     1.38653  0.00581733
        9201     1.53411     1.38654  0.00581672
        9202     1.51867     1.38656   0.0058161
        9203     1.50243     1.38657  0.00581548
        9204     1.48552     1.38658  0.00581486
        9205     1.46929     1.38659  0.00581424
        9206     1.45316      1.3866  0.00581361
        9207      1.4363      1.3866  0.00581298
        9208     1.41934     1.38661  0.00581235
        9209     1.40289     1.38661  0.00581172
        9210      1.3866     1.38661  0.00581109
        9211      1.3706     1.38661  0.00581046
        9212     1.35622      1.3866  0.00580983
        9213     1.34237      1.3866   0.0058092
        9214     1.32987     1.38659  0.00580857
        9215     1.31763     1.38658  0.00580795
        9216     1.30671     1.38658  0.00580732
        9217     1.29717     1.38657   0.0058067
        9218     1.28839     1.38656  0.00580608
        9219     1.28162     1.38654  0.00580546
        9220       1.275     1.38653  0.00580485
        9221      1.2705     1.38652  0.00580423
        9222     1.26695     1.38651  0.00580361
        9223     1.26463     1.38649    0.005803
        9224     1.26426     1.38648  0.00580239
        9225     1.26466     1.38647  0.00580177
        9226     1.26821     1.38645  0.00580116
        9227     1.27202     1.38644  0.00580054
        9228      1.2775     1.38643  0.00579993
        9229     1.28484     1.38642  0.00579931
        9230     1.29376     1.38641  0.00579869
        9231       1.303      1.3864  0.00579807
        9232     1.31271     1.38639  0.00579744
        9233     1.32403     1.38639  0.00579682
        9234      1.3366     1.38638   0.0057962
        9235     1.35057     1.38638  0.00579557
        9236     1.36437     1.38637  0.00579494
        9237     1.37957     1.38637  0.00579431
        9238     1.39484     1.38637  0.00579369
        9239     1.41146     1.38638  0.00579306
        9240     1.42714     1.38638  0.00579244
        9241     1.44366     1.38639  0.00579181
        9242     1.46013      1.3864  0.00579119
        9243     1.47665      1.3864  0.00579057
        9244     1.49257     1.38642  0.00578996
        9245     1.50824     1.38643  0.00578935
        9246     1.52301     1.38644  0.00578874
        9247       1.537     1.38646  0.00578814
        9248     1.54885     1.38648  0.00578754
        9249     1.56086      1.3865  0.00578694
        9250     1.57218     1.38652  0.00578635
        9251     1.58055     1.38654  0.00578576
        9252     1.58828     1.38656  0.00578518
        9253     1.59456     1.38658   0.0057846
        9254     1.59959     1.38661  0.00578402
        9255     1.60403     1.38663  0.00578344
        9256     1.60568     1.38665  0.00578286
        9257     1.60646     1.38668  0.00578229
        9258     1.60564      1.3867  0.00578171
        9259     1.60226     1.38672  0.00578113
        9260     1.59804     1.38675  0.00578056
        9261     1.59254     1.38677  0.00577997
        9262     1.58483     1.38679  0.00577939
        9263     1.57618     1.38681   0.0057788
        9264     1.56594     1.38683  0.00577821
        9265     1.55442     1.38685  0.00577762
        9266     1.54218     1.38686  0.00577702
        9267     1.52834     1.38688  0.00577641
        9268     1.51373     1.38689  0.00577581
        9269     1.49819     1.38691  0.00577519
        9270     1.48206     1.38692  0.00577458
        9271      1.4647     1.38692  0.00577396
        9272      1.4467     1.38693  0.00577335
        9273     1.42767     1.38693  0.00577272
        9274      1.4089     1.38694   0.0057721
        9275     1.39001     1.38694  0.00577148
        9276     1.37084     1.38694  0.00577086
        9277     1.35172     1.38693  0.00577024
        9278     1.33201     1.38693  0.00576962
        9279     1.31252     1.38692    0.005769
        9280     1.29284     1.38691  0.00576839
        9281     1.27352      1.3869  0.00576778
        9282     1.25391     1.38688  0.00576718
        9283     1.23505     1.38686  0.00576658
        9284     1.21484     1.38685  0.00576599
        9285     1.19646     1.38683   0.0057654
        9286     1.17877      1.3868  0.00576483
        9287     1.16087     1.38678  0.00576426
        9288     1.14426     1.38675  0.00576369
        9289     1.12803     1.38673  0.00576314
        9290     1.11223      1.3867   0.0057626
        9291     1.09762     1.38666  0.00576206
        9292      1.0833     1.38663  0.00576153
        9293     1.06955      1.3866  0.00576101
        9294     1.05689     1.38656   0.0057605
        9295      1.0456     1.38653     0.00576
        9296     1.03547     1.38649   0.0057595
        9297     1.02558     1.38645  0.00575902
        9298     1.01716     1.38641  0.00575853
        9299     1.00951     1.38637  0.00575806
        9300     1.00336     1.38633  0.00575759
        9301    0.997536     1.38629  0.00575712
        9302    0.994191     1.38624  0.00575665
        9303    0.990427      1.3862  0.00575619
        9304    0.987672     1.38616  0.00575573
        9305    0.986616     1.38612  0.00575527
        9306    0.986016     1.38607  0.00575482
        9307    0.985332     1.38603  0.00575436
        9308    0.986418     1.38599   0.0057539
        9309    0.987506     1.38594  0.00575344
        9310    0.989461      1.3859  0.00575298
        9311    0.991691     1.38586  0.00575252
        9312    0.994797     1.38582  0.00575206
