#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         339    -5.42282    -5.70536   0.0234021
         340    -5.41911    -5.70451   0.0233484
         341    -5.41551    -5.70367   0.0232953
         342    -5.41158    -5.70281   0.0232429
         343     -5.4087    -5.70196   0.0231909
         344    -5.40567    -5.70109   0.0231395
         345    -5.40283    -5.70023   0.0230886
         346    -5.40064    -5.69936   0.0230381
         347    -5.39838     -5.6985    0.022988
         348    -5.39621    -5.69763   0.0229383
         349    -5.39369    -5.69676   0.0228891
         350     -5.3922    -5.69589   0.0228403
         351     -5.3904    -5.69502   0.0227918
         352    -5.38965    -5.69415   0.0227435
         353    -5.38844    -5.69328   0.0226956
         354    -5.38815    -5.69242   0.0226478
         355    -5.38816    -5.69156   0.0226003
         356    -5.38804    -5.69071   0.0225529
         357    -5.38868    -5.68986   0.0225055
         358    -5.38963    -5.68903   0.0224583
         359    -5.39088     -5.6882   0.0224111
         360    -5.39226    -5.68737   0.0223639
         361    -5.39393    -5.68656   0.0223167
         362    -5.39572    -5.68576   0.0222695
         363     -5.3976    -5.68496   0.0222223
         364    -5.40017    -5.68418    0.022175
         365    -5.40267    -5.68341   0.0221277
         366    -5.40551    -5.68265   0.0220803
         367    -5.40838     -5.6819   0.0220327
         368    -5.41202    -5.68117   0.0219851
         369    -5.41505    -5.68045   0.0219373
         370    -5.41849    -5.67974   0.0218895
         371    -5.42188    -5.67905   0.0218415
         372    -5.42534    -5.67836   0.0217934
         373    -5.42886    -5.67769   0.0217453
         374    -5.43227    -5.67704    0.021697
         375    -5.43599     -5.6764   0.0216487
         376    -5.43941    -5.67577   0.0216003
         377    -5.44236    -5.67515   0.0215518
         378    -5.44618    -5.67454   0.0215033
         379    -5.44965    -5.67395   0.0214548
         380    -5.45291    -5.67337   0.0214062
         381    -5.45624     -5.6728   0.0213576
         382    -5.45964    -5.67224    0.021309
         383    -5.46324    -5.67169   0.0212603
         384    -5.46659    -5.67116   0.0212117
         385    -5.46982    -5.67063    0.021163
         386    -5.47233    -5.67012   0.0211144
         387    -5.47532    -5.66962   0.0210659
         388    -5.47802    -5.66912   0.0210174
         389    -5.48043    -5.66864   0.0209689
         390    -5.48284    -5.66816   0.0209206
