=========================================
       TSP SIMULATION SUMMARY            
=========================================
Number of Cities:    110
Population Size:     700
Total Generations:   3000
Map Shape:           Italy
Number of Continents:7
Migration Interval:  10
=========================================

Generation | Best Fitness
Generation 2713 | Best Fitness: 65.9451
Generation 2714 | Best Fitness: 65.9451
Generation 2715 | Best Fitness: 65.9451
Generation 2716 | Best Fitness: 65.9451
Generation 2717 | Best Fitness: 65.9451
Generation 2718 | Best Fitness: 65.9451
Generation 2719 | Best Fitness: 65.9451
Generation 2720 | Best Fitness: 65.9451
Generation 2721 | Best Fitness: 65.9451
Generation 2722 | Best Fitness: 65.9451
Generation 2723 | Best Fitness: 65.9451
Generation 2724 | Best Fitness: 65.9451
Generation 2725 | Best Fitness: 65.9451
Generation 2726 | Best Fitness: 65.9451
Generation 2727 | Best Fitness: 65.9451
Generation 2728 | Best Fitness: 65.9451
Generation 2729 | Best Fitness: 65.9451
Generation 2730 | Best Fitness: 65.9451
Generation 2731 | Best Fitness: 65.9451
Generation 2732 | Best Fitness: 65.9451
Generation 2733 | Best Fitness: 65.9451
Generation 2734 | Best Fitness: 65.9451
Generation 2735 | Best Fitness: 65.9451
Generation 2736 | Best Fitness: 65.9451
Generation 2737 | Best Fitness: 65.9451
Generation 2738 | Best Fitness: 65.9451
Generation 2739 | Best Fitness: 65.9451
Generation 2740 | Best Fitness: 65.9451
Generation 2741 | Best Fitness: 65.9451
Generation 2742 | Best Fitness: 65.9451
Generation 2743 | Best Fitness: 65.9451
Generation 2744 | Best Fitness: 65.9451
Generation 2745 | Best Fitness: 65.9451
Generation 2746 | Best Fitness: 65.9451
Generation 2747 | Best Fitness: 65.9451
Generation 2748 | Best Fitness: 65.9451
Generation 2749 | Best Fitness: 65.9451
Generation 2750 | Best Fitness: 65.9451
Generation 2751 | Best Fitness: 65.9451
Generation 2752 | Best Fitness: 65.9451
Generation 2753 | Best Fitness: 65.9451
Generation 2754 | Best Fitness: 65.9451
Generation 2755 | Best Fitness: 65.9451
Generation 2756 | Best Fitness: 65.9451
Generation 2757 | Best Fitness: 65.9451
Generation 2758 | Best Fitness: 65.9451
Generation 2759 | Best Fitness: 65.9451
Generation 2760 | Best Fitness: 65.9451
Generation 2761 | Best Fitness: 65.9451
Generation 2762 | Best Fitness: 65.9451
Generation 2763 | Best Fitness: 65.9451
Generation 2764 | Best Fitness: 65.9451
Generation 2765 | Best Fitness: 65.9451
Generation 2766 | Best Fitness: 65.9451
Generation 2767 | Best Fitness: 65.9451
Generation 2768 | Best Fitness: 65.9451
Generation 2769 | Best Fitness: 65.9451
Generation 2770 | Best Fitness: 65.9451
Generation 2771 | Best Fitness: 65.9451
Generation 2772 | Best Fitness: 65.9451
Generation 2773 | Best Fitness: 65.9451
Generation 2774 | Best Fitness: 65.9451
Generation 2775 | Best Fitness: 65.9451
Generation 2776 | Best Fitness: 65.9451
Generation 2777 | Best Fitness: 65.9451
Generation 2778 | Best Fitness: 65.9451
Generation 2779 | Best Fitness: 65.9451
Generation 2780 | Best Fitness: 65.9451
Generation 2781 | Best Fitness: 65.9451
Generation 2782 | Best Fitness: 65.9451
Generation 2783 | Best Fitness: 65.9451
Generation 2784 | Best Fitness: 65.9451
Generation 2785 | Best Fitness: 65.9451
Generation 2786 | Best Fitness: 65.9451
Generation 2787 | Best Fitness: 65.9451
Generation 2788 | Best Fitness: 65.9451
Generation 2789 | Best Fitness: 65.9451
Generation 2790 | Best Fitness: 65.9451
Generation 2791 | Best Fitness: 65.9451
Generation 2792 | Best Fitness: 65.9451
Generation 2793 | Best Fitness: 65.9451
Generation 2794 | Best Fitness: 65.9451
Generation 2795 | Best Fitness: 65.9451
Generation 2796 | Best Fitness: 65.9451
Generation 2797 | Best Fitness: 65.9451
Generation 2798 | Best Fitness: 65.9451
Generation 2799 | Best Fitness: 65.9451
Generation 2800 | Best Fitness: 65.9451
Generation 2801 | Best Fitness: 65.9451
Generation 2802 | Best Fitness: 65.9451
Generation 2803 | Best Fitness: 65.9451
Generation 2804 | Best Fitness: 65.9451
Generation 2805 | Best Fitness: 65.9451
Generation 2806 | Best Fitness: 65.9451
Generation 2807 | Best Fitness: 65.9451
Generation 2808 | Best Fitness: 65.9451
Generation 2809 | Best Fitness: 65.9451
Generation 2810 | Best Fitness: 65.9451
Generation 2811 | Best Fitness: 65.9451
Generation 2812 | Best Fitness: 65.9451
Generation 2813 | Best Fitness: 65.9451
Generation 2814 | Best Fitness: 65.9451
Generation 2815 | Best Fitness: 65.9451
Generation 2816 | Best Fitness: 65.9451
Generation 2817 | Best Fitness: 65.9451
Generation 2818 | Best Fitness: 65.9451
Generation 2819 | Best Fitness: 65.9451
Generation 2820 | Best Fitness: 65.9451
Generation 2821 | Best Fitness: 65.9451
Generation 2822 | Best Fitness: 65.9451
Generation 2823 | Best Fitness: 65.9451
Generation 2824 | Best Fitness: 65.9451
Generation 2825 | Best Fitness: 65.9451
Generation 2826 | Best Fitness: 65.9451
Generation 2827 | Best Fitness: 65.9451
Generation 2828 | Best Fitness: 65.9451
Generation 2829 | Best Fitness: 65.9451
Generation 2830 | Best Fitness: 65.9451
Generation 2831 | Best Fitness: 65.9451
Generation 2832 | Best Fitness: 65.9451
Generation 2833 | Best Fitness: 65.9451
Generation 2834 | Best Fitness: 65.9451
Generation 2835 | Best Fitness: 65.9451
Generation 2836 | Best Fitness: 65.9451
Generation 2837 | Best Fitness: 65.9451
Generation 2838 | Best Fitness: 65.9451
Generation 2839 | Best Fitness: 65.9451
Generation 2840 | Best Fitness: 65.9451
Generation 2841 | Best Fitness: 65.9451
Generation 2842 | Best Fitness: 65.9451
Generation 2843 | Best Fitness: 65.9451
Generation 2844 | Best Fitness: 65.9451
Generation 2845 | Best Fitness: 65.9451
Generation 2846 | Best Fitness: 65.9451
Generation 2847 | Best Fitness: 65.9451
Generation 2848 | Best Fitness: 65.9451
Generation 2849 | Best Fitness: 65.9451
Generation 2850 | Best Fitness: 65.9451
Generation 2851 | Best Fitness: 65.9451
Generation 2852 | Best Fitness: 65.9451
Generation 2853 | Best Fitness: 65.9451
Generation 2854 | Best Fitness: 65.9451
Generation 2855 | Best Fitness: 65.9451
Generation 2856 | Best Fitness: 65.9451
Generation 2857 | Best Fitness: 65.9451
Generation 2858 | Best Fitness: 65.9451
Generation 2859 | Best Fitness: 65.9451
Generation 2860 | Best Fitness: 65.9451
Generation 2861 | Best Fitness: 65.9451
Generation 2862 | Best Fitness: 65.9451
Generation 2863 | Best Fitness: 65.9451
Generation 2864 | Best Fitness: 65.9451
Generation 2865 | Best Fitness: 65.9451
Generation 2866 | Best Fitness: 65.9451
Generation 2867 | Best Fitness: 65.9451
Generation 2868 | Best Fitness: 65.9451
Generation 2869 | Best Fitness: 65.9451
Generation 2870 | Best Fitness: 65.9451
Generation 2871 | Best Fitness: 65.9451
Generation 2872 | Best Fitness: 65.9451
Generation 2873 | Best Fitness: 65.9451
Generation 2874 | Best Fitness: 65.9451
Generation 2875 | Best Fitness: 65.9451
Generation 2876 | Best Fitness: 65.9451
Generation 2877 | Best Fitness: 65.9451
Generation 2878 | Best Fitness: 65.9451
Generation 2879 | Best Fitness: 65.9451
Generation 2880 | Best Fitness: 65.9451
Generation 2881 | Best Fitness: 65.9451
Generation 2882 | Best Fitness: 65.9451
Generation 2883 | Best Fitness: 65.9451
Generation 2884 | Best Fitness: 65.9451
Generation 2885 | Best Fitness: 65.9451
Generation 2886 | Best Fitness: 65.9451
Generation 2887 | Best Fitness: 65.9451
Generation 2888 | Best Fitness: 65.9451
Generation 2889 | Best Fitness: 65.9451
Generation 2890 | Best Fitness: 65.9451
Generation 2891 | Best Fitness: 65.9451
Generation 2892 | Best Fitness: 65.9451
Generation 2893 | Best Fitness: 65.9451
Generation 2894 | Best Fitness: 65.9451
Generation 2895 | Best Fitness: 65.9451
Generation 2896 | Best Fitness: 65.9451
Generation 2897 | Best Fitness: 65.9451
Generation 2898 | Best Fitness: 65.9451
Generation 2899 | Best Fitness: 65.9451
Generation 2900 | Best Fitness: 65.9451
Generation 2901 | Best Fitness: 65.9451
Generation 2902 | Best Fitness: 65.9451
Generation 2903 | Best Fitness: 65.9451
Generation 2904 | Best Fitness: 65.9451
Generation 2905 | Best Fitness: 65.9451
Generation 2906 | Best Fitness: 65.9451
Generation 2907 | Best Fitness: 65.9451
Generation 2908 | Best Fitness: 65.9451
Generation 2909 | Best Fitness: 65.9451
Generation 2910 | Best Fitness: 65.9451
Generation 2911 | Best Fitness: 65.9451
Generation 2912 | Best Fitness: 65.9451
Generation 2913 | Best Fitness: 65.9451
Generation 2914 | Best Fitness: 65.9451
Generation 2915 | Best Fitness: 65.9451
Generation 2916 | Best Fitness: 65.9451
Generation 2917 | Best Fitness: 65.9451
Generation 2918 | Best Fitness: 65.9451
Generation 2919 | Best Fitness: 65.9451
Generation 2920 | Best Fitness: 65.9451
Generation 2921 | Best Fitness: 65.9451
Generation 2922 | Best Fitness: 65.9451
Generation 2923 | Best Fitness: 65.9451
Generation 2924 | Best Fitness: 65.9451
Generation 2925 | Best Fitness: 65.9451
Generation 2926 | Best Fitness: 65.9451
Generation 2927 | Best Fitness: 65.9451
Generation 2928 | Best Fitness: 65.9451
Generation 2929 | Best Fitness: 65.9451
Generation 2930 | Best Fitness: 65.9451
Generation 2931 | Best Fitness: 65.9451
Generation 2932 | Best Fitness: 65.9451
Generation 2933 | Best Fitness: 65.9451
Generation 2934 | Best Fitness: 65.9451
Generation 2935 | Best Fitness: 65.9451
Generation 2936 | Best Fitness: 65.9451
Generation 2937 | Best Fitness: 65.9451
Generation 2938 | Best Fitness: 65.9451
Generation 2939 | Best Fitness: 65.9451
Generation 2940 | Best Fitness: 65.9451
Generation 2941 | Best Fitness: 65.9451
Generation 2942 | Best Fitness: 65.9451
Generation 2943 | Best Fitness: 65.9451
Generation 2944 | Best Fitness: 65.9451
Generation 2945 | Best Fitness: 65.9451
Generation 2946 | Best Fitness: 65.9451
Generation 2947 | Best Fitness: 65.9451
Generation 2948 | Best Fitness: 65.9451
Generation 2949 | Best Fitness: 65.9451
Generation 2950 | Best Fitness: 65.9451
Generation 2951 | Best Fitness: 65.9451
Generation 2952 | Best Fitness: 65.9451
Generation 2953 | Best Fitness: 65.9451
Generation 2954 | Best Fitness: 65.9451
Generation 2955 | Best Fitness: 65.9451
Generation 2956 | Best Fitness: 65.9451
Generation 2957 | Best Fitness: 65.9451
Generation 2958 | Best Fitness: 65.9451
Generation 2959 | Best Fitness: 65.9451
Generation 2960 | Best Fitness: 65.9451
Generation 2961 | Best Fitness: 65.9451
Generation 2962 | Best Fitness: 65.9451
Generation 2963 | Best Fitness: 65.9451
Generation 2964 | Best Fitness: 65.9451
Generation 2965 | Best Fitness: 65.9451
Generation 2966 | Best Fitness: 65.9451
Generation 2967 | Best Fitness: 65.9451
Generation 2968 | Best Fitness: 65.9451
Generation 2969 | Best Fitness: 65.9451
Generation 2970 | Best Fitness: 65.9451
Generation 2971 | Best Fitness: 65.9451
Generation 2972 | Best Fitness: 65.9451
Generation 2973 | Best Fitness: 65.9451
Generation 2974 | Best Fitness: 65.9451
Generation 2975 | Best Fitness: 65.9451
Generation 2976 | Best Fitness: 65.9451
Generation 2977 | Best Fitness: 65.9451
Generation 2978 | Best Fitness: 65.9451
Generation 2979 | Best Fitness: 65.9451
Generation 2980 | Best Fitness: 65.9451
Generation 2981 | Best Fitness: 65.9451
Generation 2982 | Best Fitness: 65.9451
Generation 2983 | Best Fitness: 65.9451
Generation 2984 | Best Fitness: 65.9451
Generation 2985 | Best Fitness: 65.9451
Generation 2986 | Best Fitness: 65.9451
Generation 2987 | Best Fitness: 65.9451
Generation 2988 | Best Fitness: 65.9451
Generation 2989 | Best Fitness: 65.9451
Generation 2990 | Best Fitness: 65.9451
Generation 2991 | Best Fitness: 65.9451
Generation 2992 | Best Fitness: 65.9451
Generation 2993 | Best Fitness: 65.9451
Generation 2994 | Best Fitness: 65.9451
Generation 2995 | Best Fitness: 65.9451
Generation 2996 | Best Fitness: 65.9451
Generation 2997 | Best Fitness: 65.9451
Generation 2998 | Best Fitness: 65.9451
Generation 2999 | Best Fitness: 65.9451
Generation 3000 | Best Fitness: 65.9451
-----------------------------------------
Evolution complete! Master log saved to: poplog_N110_Pop700_Gen3000_Italy_Rank_0_synth.dat

Simulation successful! Global champion found on Continent 0
Check outputs/best_tour.dat for the final map sequence.
